TICKER,DATE,TIME,LAST,VOL,ACTION
NVDA,241121,70953,144.35,200,SELL
NVDA,241121,71022,144.46,125,SELL
NVDA,241121,71022,144.46,200,SELL
NVDA,241121,71022,144.46,200,SELL
NVDA,241121,71032,144.5,100,SELL
NVDA,241121,71032,144.5,100,SELL
NVDA,241121,71033,144.55,100,SELL
NVDA,241121,71040,144.6,106,SELL
NVDA,241121,71045,144.64,100,SELL
NVDA,241121,71045,144.64,100,SELL
NVDA,241121,71045,144.64,100,SELL
NVDA,241121,71045,144.64,100,SELL
NVDA,241121,71045,144.65,100,SELL
NVDA,241121,71045,144.65,100,SELL
NVDA,241121,71045,144.65,100,SELL
NVDA,241121,71045,144.65,100,SELL
NVDA,241121,71046,144.69,102,BUY
NVDA,241121,71046,144.68,100,SELL
NVDA,241121,71110,144.62,100,SELL
NVDA,241121,71110,144.62,100,SELL
NVDA,241121,71111,144.64,250,BUY
NVDA,241121,71119,144.6,213,SELL
NVDA,241121,71124,144.55,100,SELL
NVDA,241121,71130,144.54,100,SELL
AAPL,241121,71136,229.65,125,BUY
NVDA,241121,71137,144.53,100,SELL
NVDA,241121,71137,144.53,100,SELL
TSLA,241121,71137,341.28,100,SELL
NVDA,241121,71138,144.5,250,SELL
TSLA,241121,71141,341.28,226,SELL
TSLA,241121,71145,341.2,137,SELL
NVDA,241121,71149,144.53,133,SELL
NVDA,241121,71149,144.53,117,SELL
NVDA,241121,71150,144.56,250,BUY
NVDA,241121,71158,144.54,100,SELL
NVDA,241121,71158,144.54,250,SELL
NVDA,241121,71201,144.56,222,BUY
NVDA,241121,71211,144.58,200,SELL
NVDA,241121,71213,144.6,219,BUY
TSLA,241121,71214,341.28,100,SELL
NVDA,241121,71216,144.6,107,SELL
NVDA,241121,71233,144.64,100,SELL
NVDA,241121,71241,144.67,100,SELL
NVDA,241121,71252,144.65,100,SELL
NVDA,241121,71310,144.7,100,SELL
NVDA,241121,71311,144.72,273,BUY
NVDA,241121,71312,144.69,200,SELL
NVDA,241121,71323,144.71,110,SELL
NVDA,241121,71331,144.69,100,SELL
NVDA,241121,71331,144.69,100,SELL
NVDA,241121,71331,144.69,100,SELL
NVDA,241121,71331,144.69,100,SELL
NVDA,241121,71347,144.71,100,SELL
NVDA,241121,71347,144.71,100,SELL
NVDA,241121,71400,144.68,100,SELL
NVDA,241121,71400,144.68,100,SELL
NVDA,241121,71400,144.68,100,SELL
NVDA,241121,71405,144.68,100,SELL
NVDA,241121,71406,144.69,175,BUY
NVDA,241121,71413,144.68,100,SELL
NVDA,241121,71413,144.68,100,SELL
NVDA,241121,71413,144.69,125,BUY
NVDA,241121,71413,144.69,200,SELL
NVDA,241121,71431,144.7,200,BUY
NVDA,241121,71431,144.7,100,SELL
NVDA,241121,71442,144.8,100,SELL
NVDA,241121,71442,144.8,100,SELL
NVDA,241121,71454,144.8,100,SELL
NVDA,241121,71455,144.8,100,SELL
NVDA,241121,71518,144.925,100,SELL
NVDA,241121,71610,144.975,380,BUY
NVDA,241121,71610,144.97,100,SELL
NVDA,241121,71610,144.97,300,SELL
NVDA,241121,71612,144.95,100,SELL
NVDA,241121,71622,144.94,100,SELL
NVDA,241121,71622,144.94,100,SELL
NVDA,241121,71622,144.94,100,SELL
NVDA,241121,71622,144.94,100,SELL
NVDA,241121,71622,144.94,100,SELL
NVDA,241121,71622,144.95,100,SELL
NVDA,241121,71622,144.95,100,SELL
NVDA,241121,71652,144.95,100,SELL
NVDA,241121,71652,144.95,100,SELL
NVDA,241121,71656,144.97,100,SELL
NVDA,241121,71656,144.97,100,SELL
NVDA,241121,71656,144.96,100,SELL
NVDA,241121,71656,144.96,100,SELL
NVDA,241121,71656,144.96,100,SELL
NVDA,241121,71656,144.96,100,SELL
NVDA,241121,71656,144.96,100,SELL
NVDA,241121,71715,144.9,100,SELL
NVDA,241121,71716,144.92,100,SELL
NVDA,241121,71716,144.93,100,SELL
NVDA,241121,71719,144.9,100,SELL
NVDA,241121,71719,144.91,100,SELL
NVDA,241121,71721,144.9,100,SELL
NVDA,241121,71721,144.9,100,SELL
NVDA,241121,71721,144.86,100,SELL
NVDA,241121,71721,144.87,100,SELL
NVDA,241121,71721,144.87,100,SELL
NVDA,241121,71722,144.87,100,SELL
NVDA,241121,71726,144.81,100,SELL
NVDA,241121,71726,144.85,100,SELL
NVDA,241121,71726,144.82,100,SELL
NVDA,241121,71727,144.84,100,SELL
TSLA,241121,71729,341.53,100,SELL
TSLA,241121,71732,341.53,400,SELL
NVDA,241121,71734,144.8,141,SELL
NVDA,241121,71734,144.8,159,SELL
NVDA,241121,71737,144.75,100,SELL
NVDA,241121,71739,144.77,100,SELL
NVDA,241121,71740,144.78,110,SELL
NVDA,241121,71743,144.79,100,SELL
NVDA,241121,71744,144.77,250,SELL
NVDA,241121,71744,144.78,100,SELL
NVDA,241121,71745,144.8,109,SELL
NVDA,241121,71746,144.83,114,SELL
NVDA,241121,71747,144.82,100,SELL
NVDA,241121,71747,144.8,100,SELL
NVDA,241121,71751,144.84,100,SELL
NVDA,241121,71756,144.84,100,SELL
NVDA,241121,71757,144.83,100,SELL
NVDA,241121,71758,144.86,100,SELL
NVDA,241121,71801,144.88,100,SELL
NVDA,241121,71812,144.86,100,SELL
NVDA,241121,71812,144.86,100,SELL
NVDA,241121,71812,144.86,100,SELL
NVDA,241121,71812,144.86,100,SELL
NVDA,241121,71812,144.87,300,BUY
NVDA,241121,71812,144.87,100,SELL
NVDA,241121,71812,144.87,187,SELL
NVDA,241121,71821,144.92,100,SELL
NVDA,241121,71828,144.95,100,SELL
NVDA,241121,71830,144.96,100,SELL
NVDA,241121,71853,144.95,100,SELL
AAPL,241121,71908,229.92,100,SELL
NVDA,241121,71914,144.92,100,SELL
NVDA,241121,71943,144.85,100,SELL
NVDA,241121,71944,144.86,100,SELL
NVDA,241121,71949,144.82,100,SELL
NVDA,241121,71949,144.82,120,SELL
NVDA,241121,71949,144.83,100,SELL
NVDA,241121,71949,144.85,100,SELL
NVDA,241121,71949,144.85,100,SELL
NVDA,241121,71949,144.85,100,SELL
NVDA,241121,71949,144.85,100,SELL
NVDA,241121,71949,144.85,100,SELL
NVDA,241121,71949,144.85,100,SELL
NVDA,241121,71954,144.85,100,SELL
NVDA,241121,72010,144.85,100,SELL
NVDA,241121,72011,144.83,100,SELL
NVDA,241121,72012,144.83,100,SELL
NVDA,241121,72012,144.88,100,SELL
NVDA,241121,72014,144.8,100,SELL
NVDA,241121,72014,144.8,100,SELL
NVDA,241121,72015,144.8,100,SELL
NVDA,241121,72018,144.77,100,SELL
NVDA,241121,72025,144.75,100,SELL
NVDA,241121,72031,144.73,100,SELL
NVDA,241121,72031,144.74,100,SELL
NVDA,241121,72031,144.74,100,SELL
NVDA,241121,72031,144.74,100,SELL
NVDA,241121,72031,144.75,100,SELL
NVDA,241121,72053,144.73,100,SELL
NVDA,241121,72053,144.73,100,SELL
TSLA,241121,72056,342.13,100,SELL
NVDA,241121,72100,144.73,100,SELL
TSLA,241121,72102,342.13,100,SELL
NVDA,241121,72112,144.73,100,SELL
NVDA,241121,72112,144.73,100,SELL
NVDA,241121,72112,144.74,100,SELL
NVDA,241121,72132,144.66,250,SELL
NVDA,241121,72134,144.69,100,SELL
NVDA,241121,72134,144.69,100,SELL
NVDA,241121,72134,144.68,100,SELL
NVDA,241121,72134,144.68,100,SELL
NVDA,241121,72136,144.67,100,SELL
NVDA,241121,72136,144.67,100,SELL
NVDA,241121,72146,144.66,250,SELL
NVDA,241121,72148,144.67,250,BUY
TSLA,241121,72158,342.14,347,BUY
NVDA,241121,72159,144.59,100,SELL
NVDA,241121,72159,144.59,145,SELL
NVDA,241121,72200,144.6,250,BUY
NVDA,241121,72203,144.64,193,BUY
NVDA,241121,72205,144.6,455,SELL
NVDA,241121,72207,144.55,100,SELL
NVDA,241121,72207,144.56,150,SELL
NVDA,241121,72210,144.56,100,SELL
NVDA,241121,72216,144.53,100,SELL
NVDA,241121,72216,144.54,250,BUY
NVDA,241121,72217,144.55,250,BUY
NVDA,241121,72229,144.51,200,SELL
NVDA,241121,72232,144.51,111,SELL
NVDA,241121,72235,144.51,111,SELL
NVDA,241121,72239,144.52,180,BUY
NVDA,241121,72239,144.51,250,SELL
NVDA,241121,72241,144.54,192,BUY
NVDA,241121,72247,144.55,250,BUY
NVDA,241121,72247,144.57,192,SELL
NVDA,241121,72309,144.59,250,BUY
NVDA,241121,72314,144.62,200,SELL
NVDA,241121,72315,144.62,100,SELL
NVDA,241121,72315,144.62,100,SELL
NVDA,241121,72315,144.62,100,SELL
NVDA,241121,72315,144.61,100,SELL
NVDA,241121,72316,144.63,100,SELL
NVDA,241121,72322,144.61,100,SELL
NVDA,241121,72322,144.62,150,BUY
NVDA,241121,72322,144.62,100,SELL
NVDA,241121,72344,144.65,100,SELL
NVDA,241121,72348,144.66,250,BUY
NVDA,241121,72356,144.67,250,BUY
NVDA,241121,72402,144.65,100,SELL
NVDA,241121,72402,144.65,136,SELL
NVDA,241121,72405,144.62,100,SELL
NVDA,241121,72405,144.62,100,SELL
NVDA,241121,72405,144.63,189,BUY
NVDA,241121,72413,144.65,151,BUY
NVDA,241121,72415,144.67,100,SELL
NVDA,241121,72422,144.69,100,SELL
NVDA,241121,72450,144.66,100,SELL
TSLA,241121,72512,341.97,100,SELL
TSLA,241121,72512,341.97,100,SELL
TSLA,241121,72534,341.97,195,SELL
NVDA,241121,72547,144.75,100,SELL
NVDA,241121,72600,144.85,100,SELL
NVDA,241121,72712,144.88,154,BUY
NVDA,241121,72732,144.8,277,SELL
NVDA,241121,72733,144.85,100,SELL
NVDA,241121,72735,144.85,221,SELL
NVDA,241121,72745,144.78,200,SELL
NVDA,241121,72745,144.81,200,BUY
NVDA,241121,72745,144.82,500,BUY
NVDA,241121,72745,144.82,172,SELL
NVDA,241121,72748,144.74,100,SELL
NVDA,241121,72753,144.75,100,SELL
NVDA,241121,72759,144.82,200,SELL
NVDA,241121,72809,144.85,100,SELL
NVDA,241121,72812,144.84,100,SELL
TSLA,241121,72819,341.9,150,SELL
NVDA,241121,72820,144.85,100,SELL
NVDA,241121,72820,144.85,200,SELL
NVDA,241121,72824,144.86,100,SELL
NVDA,241121,72832,144.81,100,SELL
NVDA,241121,72832,144.81,100,SELL
NVDA,241121,72832,144.81,100,SELL
NVDA,241121,72832,144.78,100,SELL
NVDA,241121,72832,144.78,100,SELL
NVDA,241121,72832,144.78,100,SELL
NVDA,241121,72832,144.79,100,SELL
NVDA,241121,72832,144.79,100,SELL
NVDA,241121,72832,144.8,300,BUY
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72832,144.8,200,SELL
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72832,144.8,200,SELL
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72832,144.8,300,SELL
NVDA,241121,72832,144.8,250,SELL
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72832,144.8,200,SELL
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72832,144.8,300,SELL
NVDA,241121,72832,144.8,200,SELL
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72832,144.8,100,SELL
NVDA,241121,72833,144.8,100,SELL
NVDA,241121,72840,144.74,100,SELL
NVDA,241121,72840,144.74,100,SELL
NVDA,241121,72841,144.73,250,SELL
NVDA,241121,72842,144.73,100,SELL
NVDA,241121,72842,144.73,111,SELL
NVDA,241121,72854,144.77,100,SELL
NVDA,241121,72854,144.77,100,SELL
NVDA,241121,72854,144.77,100,SELL
NVDA,241121,72859,144.76,100,SELL
NVDA,241121,72956,144.66,200,SELL
NVDA,241121,73000,144.7,100,SELL
NVDA,241121,73014,144.72,100,SELL
NVDA,241121,73014,144.72,100,SELL
NVDA,241121,73014,144.72,100,SELL
NVDA,241121,73018,144.76,194,BUY
NVDA,241121,73018,144.76,100,SELL
NVDA,241121,73042,144.76,100,SELL
NVDA,241121,73052,144.67,100,SELL
NVDA,241121,73052,144.66,100,SELL
NVDA,241121,73052,144.59,200,SELL
NVDA,241121,73052,144.59,200,SELL
NVDA,241121,73058,144.59,100,SELL
NVDA,241121,73058,144.6,100,SELL
NVDA,241121,73058,144.6,100,SELL
NVDA,241121,73058,144.62,200,BUY
NVDA,241121,73058,144.61,100,SELL
NVDA,241121,73058,144.61,100,SELL
NVDA,241121,73058,144.57,100,SELL
NVDA,241121,73059,144.57,100,SELL
NVDA,241121,73059,144.58,100,SELL
NVDA,241121,73101,144.58,196,SELL
NVDA,241121,73102,144.58,250,SELL
NVDA,241121,73103,144.48,250,SELL
TSLA,241121,73104,342.2,100,SELL
NVDA,241121,73105,144.49,100,SELL
NVDA,241121,73105,144.5,100,SELL
NVDA,241121,73105,144.51,250,BUY
NVDA,241121,73106,144.65,250,BUY
NVDA,241121,73109,144.63,250,SELL
NVDA,241121,73111,144.65,100,SELL
NVDA,241121,73112,144.67,241,BUY
NVDA,241121,73115,144.66,100,SELL
NVDA,241121,73115,144.67,100,SELL
NVDA,241121,73117,144.63,100,SELL
NVDA,241121,73117,144.67,100,SELL
NVDA,241121,73117,144.68,134,BUY
NVDA,241121,73117,144.7,250,BUY
NVDA,241121,73117,144.74,250,BUY
NVDA,241121,73122,144.73,250,SELL
NVDA,241121,73128,144.74,100,SELL
NVDA,241121,73128,144.74,150,SELL
NVDA,241121,73129,144.75,200,BUY
NVDA,241121,73132,144.77,100,SELL
NVDA,241121,73132,144.77,100,SELL
NVDA,241121,73136,144.7,200,SELL
TSLA,241121,73136,342.15,200,SELL
NVDA,241121,73143,144.67,100,SELL
NVDA,241121,73143,144.65,400,SELL
NVDA,241121,73145,144.66,100,SELL
NVDA,241121,73145,144.67,100,SELL
NVDA,241121,73146,144.68,100,SELL
NVDA,241121,73146,144.68,100,SELL
NVDA,241121,73153,144.69,250,BUY
NVDA,241121,73156,144.69,250,SELL
NVDA,241121,73205,144.67,100,SELL
NVDA,241121,73205,144.67,100,SELL
NVDA,241121,73206,144.69,100,SELL
NVDA,241121,73206,144.69,100,SELL
NVDA,241121,73207,144.7,250,BUY
NVDA,241121,73209,144.64,700,SELL
NVDA,241121,73209,144.6,400,SELL
NVDA,241121,73213,144.5,250,SELL
NVDA,241121,73219,144.48,100,SELL
NVDA,241121,73219,144.47,100,SELL
NVDA,241121,73220,144.46,100,SELL
NVDA,241121,73220,144.46,100,SELL
NVDA,241121,73222,144.46,250,SELL
NVDA,241121,73222,144.5,250,BUY
NVDA,241121,73234,144.46,100,SELL
NVDA,241121,73234,144.46,100,SELL
NVDA,241121,73234,144.5,250,BUY
NVDA,241121,73240,144.46,100,SELL
NVDA,241121,73242,144.45,206,SELL
NVDA,241121,73247,144.41,165,SELL
NVDA,241121,73247,144.45,100,SELL
NVDA,241121,73247,144.45,100,SELL
NVDA,241121,73247,144.46,132,SELL
NVDA,241121,73247,144.46,100,SELL
NVDA,241121,73252,144.35,100,SELL
NVDA,241121,73252,144.35,180,SELL
NVDA,241121,73257,144.42,100,SELL
NVDA,241121,73324,144.48,100,SELL
NVDA,241121,73324,144.48,100,SELL
NVDA,241121,73324,144.48,100,SELL
NVDA,241121,73332,144.54,100,SELL
NVDA,241121,73400,144.38,100,SELL
NVDA,241121,73400,144.39,100,SELL
NVDA,241121,73400,144.39,100,SELL
NVDA,241121,73400,144.4,167,BUY
NVDA,241121,73400,144.4,100,SELL
NVDA,241121,73400,144.4,100,SELL
NVDA,241121,73400,144.4,100,SELL
NVDA,241121,73400,144.41,167,BUY
NVDA,241121,73400,144.41,100,SELL
NVDA,241121,73400,144.41,100,SELL
NVDA,241121,73401,144.42,100,SELL
NVDA,241121,73401,144.41,100,SELL
NVDA,241121,73431,144.49,115,BUY
NVDA,241121,73438,144.49,200,SELL
NVDA,241121,73438,144.48,100,SELL
NVDA,241121,73438,144.48,100,SELL
NVDA,241121,73438,144.48,100,SELL
NVDA,241121,73438,144.48,100,SELL
NVDA,241121,73438,144.46,100,SELL
AAPL,241121,73447,229.73,100,SELL
AAPL,241121,73447,229.73,100,SELL
NVDA,241121,73518,144.49,350,BUY
NVDA,241121,73547,144.55,100,SELL
NVDA,241121,73548,144.55,100,SELL
AAPL,241121,73555,229.73,100,SELL
AAPL,241121,73555,229.73,100,SELL
AAPL,241121,73555,229.73,100,SELL
AAPL,241121,73555,229.73,100,SELL
NVDA,241121,73555,144.56,115,SELL
NVDA,241121,73558,144.58,100,SELL
NVDA,241121,73620,144.59,100,SELL
NVDA,241121,73647,144.58,100,SELL
NVDA,241121,73649,144.43,126,SELL
NVDA,241121,73722,144.4,100,SELL
NVDA,241121,73723,144.38,100,SELL
NVDA,241121,73732,144.37,189,SELL
NVDA,241121,73747,144.37,100,SELL
NVDA,241121,73804,144.38,304,BUY
NVDA,241121,73825,144.33,100,SELL
NVDA,241121,73825,144.33,100,SELL
NVDA,241121,73825,144.34,100,SELL
NVDA,241121,73825,144.35,150,SELL
NVDA,241121,73826,144.34,100,SELL
NVDA,241121,73851,144.35,150,BUY
TSLA,241121,73901,341.5,100,SELL
NVDA,241121,73903,144.28,143,SELL
NVDA,241121,73909,144.3,106,SELL
NVDA,241121,73909,144.31,100,SELL
NVDA,241121,73909,144.31,345,SELL
NVDA,241121,73946,144.42,100,SELL
NVDA,241121,73955,144.53,105,SELL
NVDA,241121,73959,144.53,182,SELL
NVDA,241121,74001,144.55,100,SELL
NVDA,241121,74004,144.54,146,SELL
NVDA,241121,74004,144.54,100,SELL
NVDA,241121,74004,144.54,100,SELL
NVDA,241121,74004,144.6,100,SELL
NVDA,241121,74004,144.6,100,SELL
NVDA,241121,74004,144.6,100,SELL
NVDA,241121,74004,144.6,100,SELL
NVDA,241121,74011,144.8,300,BUY
NVDA,241121,74014,144.78,100,SELL
NVDA,241121,74018,144.78,100,SELL
NVDA,241121,74018,144.79,100,SELL
NVDA,241121,74018,144.79,100,SELL
NVDA,241121,74018,144.8,800,BUY
NVDA,241121,74018,144.8,300,SELL
NVDA,241121,74018,144.8,1257,SELL
NVDA,241121,74018,144.8,300,SELL
NVDA,241121,74018,144.8,100,SELL
NVDA,241121,74018,144.8,100,SELL
NVDA,241121,74018,144.8,200,SELL
NVDA,241121,74019,144.78,108,SELL
NVDA,241121,74019,144.8,300,BUY
NVDA,241121,74019,144.8,300,SELL
NVDA,241121,74019,144.8,300,SELL
NVDA,241121,74019,144.8,300,SELL
NVDA,241121,74019,144.8,1900,SELL
NVDA,241121,74021,144.8,140,SELL
NVDA,241121,74029,144.79,100,SELL
NVDA,241121,74029,144.8,119,SELL
NVDA,241121,74042,144.82,100,SELL
NVDA,241121,74113,144.82,200,SELL
NVDA,241121,74114,144.87,100,SELL
NVDA,241121,74122,144.88,131,BUY
NVDA,241121,74123,144.88,100,SELL
NVDA,241121,74124,144.89,107,SELL
NVDA,241121,74143,144.89,125,SELL
NVDA,241121,74207,144.79,100,SELL
NVDA,241121,74207,144.79,100,SELL
NVDA,241121,74207,144.79,100,SELL
NVDA,241121,74207,144.79,100,SELL
NVDA,241121,74209,144.79,100,SELL
TSLA,241121,74221,342.16,100,SELL
TSLA,241121,74221,342.16,100,SELL
NVDA,241121,74230,144.84,100,SELL
NVDA,241121,74239,144.85,100,SELL
NVDA,241121,74239,144.86,1000,BUY
NVDA,241121,74322,144.89,200,SELL
NVDA,241121,74322,144.88,180,SELL
NVDA,241121,74417,144.88,135,SELL
NVDA,241121,74431,144.9,100,SELL
NVDA,241121,74431,144.94,900,BUY
NVDA,241121,74431,144.94,100,SELL
NVDA,241121,74432,144.95,518,BUY
NVDA,241121,74432,144.95,500,SELL
NVDA,241121,74433,144.95,179,SELL
NVDA,241121,74433,144.95,250,SELL
NVDA,241121,74433,144.95,250,SELL
NVDA,241121,74433,144.95,250,SELL
NVDA,241121,74433,144.95,250,SELL
NVDA,241121,74433,144.95,250,SELL
NVDA,241121,74433,144.95,178,SELL
NVDA,241121,74433,144.95,499,SELL
NVDA,241121,74436,144.98,200,SELL
NVDA,241121,74437,144.97,100,SELL
NVDA,241121,74437,144.98,209,SELL
NVDA,241121,74438,144.98,167,SELL
NVDA,241121,74438,144.98,100,SELL
TSLA,241121,74441,342.1,100,SELL
NVDA,241121,74447,144.95,350,SELL
NVDA,241121,74447,144.94,100,SELL
NVDA,241121,74447,144.97,100,SELL
NVDA,241121,74453,144.95,100,SELL
NVDA,241121,74453,144.95,100,SELL
NVDA,241121,74456,144.95,100,SELL
NVDA,241121,74459,144.95,100,SELL
NVDA,241121,74503,144.91,500,SELL
NVDA,241121,74517,144.76,100,SELL
NVDA,241121,74517,144.76,100,SELL
NVDA,241121,74519,144.74,139,SELL
NVDA,241121,74519,144.7,300,SELL
TSLA,241121,74523,342.05,386,SELL
NVDA,241121,74524,144.74,100,SELL
NVDA,241121,74524,144.76,100,SELL
NVDA,241121,74524,144.76,100,SELL
NVDA,241121,74524,144.77,100,SELL
NVDA,241121,74538,144.82,100,SELL
NVDA,241121,74550,144.79,107,SELL
NVDA,241121,74551,144.77,100,SELL
NVDA,241121,74605,144.75,100,SELL
NVDA,241121,74612,144.75,111,SELL
NVDA,241121,74624,144.7,104,SELL
NVDA,241121,74624,144.7,250,SELL
TSLA,241121,74626,341.8,216,SELL
NVDA,241121,74631,144.75,1000,BUY
NVDA,241121,74634,144.75,100,SELL
NVDA,241121,74634,144.75,100,SELL
TSLA,241121,74700,341.8,100,SELL
NVDA,241121,74701,144.68,100,SELL
NVDA,241121,74701,144.68,150,SELL
TSLA,241121,74701,341.75,300,SELL
NVDA,241121,74718,144.65,150,SELL
NVDA,241121,74718,144.65,100,SELL
NVDA,241121,74718,144.67,163,BUY
NVDA,241121,74740,144.6,100,SELL
NVDA,241121,74743,144.55,100,SELL
NVDA,241121,74743,144.55,250,SELL
NVDA,241121,74818,144.45,100,SELL
NVDA,241121,74825,144.44,100,SELL
NVDA,241121,74825,144.44,100,SELL
NVDA,241121,74828,144.45,200,BUY
NVDA,241121,74913,144.53,100,SELL
NVDA,241121,74920,144.53,200,SELL
NVDA,241121,74925,144.55,100,SELL
NVDA,241121,74925,144.55,100,SELL
NVDA,241121,74939,144.575,100,SELL
NVDA,241121,74939,144.575,100,SELL
NVDA,241121,74939,144.575,100,SELL
NVDA,241121,74939,144.575,100,SELL
NVDA,241121,74939,144.575,100,SELL
NVDA,241121,74939,144.58,100,SELL
NVDA,241121,74939,144.58,100,SELL
NVDA,241121,74939,144.58,100,SELL
NVDA,241121,74939,144.59,100,SELL
NVDA,241121,74939,144.59,100,SELL
NVDA,241121,74957,144.69,100,SELL
NVDA,241121,74957,144.69,100,SELL
NVDA,241121,74957,144.69,100,SELL
NVDA,241121,74957,144.69,100,SELL
NVDA,241121,74957,144.7,400,BUY
NVDA,241121,74957,144.7,100,SELL
NVDA,241121,74957,144.7,100,SELL
NVDA,241121,75008,144.71,150,SELL
NVDA,241121,75020,144.65,490,SELL
NVDA,241121,75047,144.63,111,SELL
NVDA,241121,75053,144.64,100,SELL
NVDA,241121,75053,144.64,100,SELL
AAPL,241121,75113,229.35,100,SELL
AAPL,241121,75113,229.35,682,SELL
